,stationid,tempc,feelsc,windspeed_kph,winddir_deg,pressure_mb,precip_mm,humidity,visibility_km,cloud,weather_code,extra_weather_text,uvindex,isday,updatedon,lat,lon
10323,12943044,23,25.33,6.8,250.0,1011.9,0.3,94.0,10.0,100.0,1183.0,Light rain,5.0,1.0,2022-02-05 15:00,-27.1800003051758,-53.2299995422363
10324,12943377,0.3,-4.3,16.2,302.0,1024.0,0.0,65.7,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,32.3800010681152,131.600006103516
10325,12943710,3,0.61,11.2,360.0,1016.9,0.9,75.0,10.0,25.0,1183.0,Light rain,1.0,1.0,2022-02-05 15:00,47.1300010681152,23.8799991607666
10326,12944043,-9.2,-16.1,16.6,198.8,1026.1,0.0,93.0,10.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,57.7700004577637,108.069999694824
10327,12944376,-21.6,-21.6,2.5,245.3,1020.5,0.2,100.0,5.0,100.0,1219.0,Moderate snow,1.0,0.0,2022-02-05 15:00,44.1500015258789,133.869995117188
10328,12944709,2,-2.32,20.2,360.0,1029.5,0.0,55.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,33.3600006103516,-84.1100006103516
10329,12945042,-9,-15.08,25.9,140.0,1028.4,0.0,52.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,41.0999984741211,-92.4499969482422
10330,12945375,-10.1,-15.28,0.0,0.0,1030.5,0.0,89.0,11.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,41.5400009155273,-85.9800033569336
10331,12945708,-11.7,-15.54,0.0,0.0,1033.9,0.0,76.0,14.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,39.1500015258789,-86.620002746582
10332,12946041,-4,-9.22,15.1,200.0,1030.8,0.0,69.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,37.8300018310547,-94.7099990844727
10333,12946374,-6.7,-10.72,6.1,330.0,1033.2,0.0,77.0,16.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,38.4099998474121,-85.379997253418
10334,12946707,2,0.1,6.8,210.0,1032.8,0.0,55.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,34.5,-97.0999984741211
10335,12947040,1,-1.65,0.0,0.0,1035.9,0.0,69.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,31.0799999237061,-97.6800003051758
10336,12947373,-1.2,-3.45,6.1,320.0,1035.6,0.0,86.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,30.0,-98.0999984741211
10337,12947706,-15.6,-20.84,6.1,220.0,1029.1,0.0,80.0,16.0,100.0,1009.0,Overcast,1.0,1.0,2022-02-05 15:00,44.1500015258789,-87.9400024414063
10338,12948039,-15.6,-20.84,6.1,220.0,1029.1,0.0,80.0,16.0,100.0,1009.0,Overcast,1.0,1.0,2022-02-05 15:00,43.7099990844727,-88.9899978637695
10339,12948372,-15.3,-20.49,6.8,200.0,1029.5,0.0,79.0,16.0,100.0,1009.0,Overcast,1.0,1.0,2022-02-05 15:00,43.3899993896484,-89.4000015258789
10340,12948705,-14,-17.24,9.0,230.0,1030.1,0.0,66.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,42.9099998474121,-88.620002746582
10341,12949038,11.7,11.7,2.9,27.8,1022.1,0.1,75.2,10.0,72.2,1063.0,Patchy rain possible,1.0,0.0,2022-02-05 15:00,21.8299999237061,106.769996643066
10342,12949371,15,14.51,16.9,60.0,1022.0,0.0,82.0,10.0,75.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,36.4700012207031,7.42999982833862
10343,12949704,4.8,3.3,6.5,255.5,1017.9,0.0,77.0,10.0,8.5,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,42.6699981689453,26.3199996948242
10344,12950037,10,7.99,15.1,350.0,1024.0,0.0,32.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,45.9799995422363,5.32999992370605
10345,12950370,4.4,0.1,22.0,236.4,1021.1,0.0,72.6,10.0,51.4,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,50.5400009155273,9.6899995803833
10346,12950703,11.2,10.7,6.8,304.8,1015.9,0.0,76.2,10.0,4.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,30.1200008392334,77.2799987792969
10347,12951036,15.8,15.8,7.9,85.1,1014.4,0.0,34.3,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,25.1700000762939,75.8399963378906
10348,12951369,15.8,15.8,4.7,285.0,1013.5,0.0,32.2,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,24.5,72.7799987792969
10349,12951702,16.7,16.7,14.0,356.9,1014.4,0.0,44.6,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,23.7900009155273,86.4300003051758
10350,12952035,21.2,21.2,2.9,207.3,1010.2,1.4,93.1,9.0,88.0,1063.0,Patchy rain possible,1.0,0.0,2022-02-05 15:00,-7.92000007629395,113.819999694824
10351,12952368,33.8,31.8,11.5,67.8,1009.5,0.0,11.2,10.0,0.0,1000.0,Sunny,8.0,1.0,2022-02-05 15:00,10.1999998092651,11.3900003433228
10352,12952701,1,-4.25,20.2,250.0,1016.9,0.9,93.0,10.0,50.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,50.0400009155273,19.2199993133545
10353,12953034,-4.9,-11.3,19.4,252.0,1026.8,0.0,77.2,10.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,56.7700004577637,96.8000030517578
10354,12953367,-21,-21.0,4.0,10.0,1033.9,0.0,84.0,0.8,0.0,1147.0,Freezing fog,1.0,0.0,2022-02-05 15:00,53.8199996948242,91.3000030517578
10355,12953700,-27.8,-31.6,3.6,319.2,1020.0,0.0,100.0,10.0,100.0,1213.0,Light snow,1.0,0.0,2022-02-05 15:00,49.0,131.080001831055
10356,12954033,-12.2,-17.19,6.8,250.0,1033.5,0.0,73.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,39.3499984741211,-85.620002746582
10357,12954366,-3.9,-9.61,25.9,180.0,1028.1,0.0,50.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,38.9599990844727,-94.9599990844727
10358,12954699,-5.5,-8.23,0.0,0.0,1034.2,0.0,72.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,36.9900016784668,-85.6100006103516
10359,12955032,-8.3,-11.24,0.0,0.0,1031.5,0.0,73.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,42.9199981689453,-83.0400009155273
10360,12955365,-11,-15.62,6.8,280.0,1032.8,0.0,85.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,39.9000015258789,-82.75
10361,12955698,37,38.5,13.3,117.4,1010.4,0.0,29.9,10.0,8.4,1000.0,Sunny,9.0,1.0,2022-02-05 15:00,-9.39000034332275,-38.0
10362,12956031,-24.8,-30.6,6.1,243.5,1023.1,0.0,96.8,2.0,50.0,1030.0,Mist,1.0,0.0,2022-02-05 15:00,44.9099998474121,130.520004272461
10363,12956364,-23.9,-31.0,8.3,255.1,1024.0,0.0,93.4,10.0,69.5,1006.0,Cloudy,1.0,0.0,2022-02-05 15:00,44.5800018310547,129.380004882813
10364,12956697,1,-1.1,6.5,70.9,1029.4,0.0,76.6,10.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,29.1299991607666,110.5
10365,12957030,4,-0.47,24.1,220.0,1019.0,0.2,60.0,10.0,25.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,49.6800003051758,18.1200008392334
10366,12957363,6,2.96,19.1,250.0,1023.0,0.0,56.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,48.7999992370605,9.52999973297119
10367,12957696,15.9,15.9,12.6,348.2,1014.6,0.0,43.3,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,23.6299991607666,86.0699996948242
10368,12958029,21.4,21.4,8.6,70.2,1013.1,0.0,17.7,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,20.8799991607666,76.1999969482422
10369,12958362,1.3,-3.31,15.1,360.0,1030.1,0.0,55.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,33.0699996948242,-86.0400009155273
10370,12958695,-1.1,-6.81,0.0,341.9,1029.8,0.0,63.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,33.7799987792969,-84.5199966430664
10371,12959028,-12,-19.95,33.1,170.0,1023.0,0.0,72.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,41.5800018310547,-93.7099990844727
10372,12959361,-13,-18.88,11.2,230.0,1032.5,0.0,72.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,41.1599998474121,-85.4899978637695
10373,12959694,-5,-8.97,9.0,60.0,1032.5,0.0,63.0,16.0,50.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,37.5099983215332,-84.8899993896484
10374,12960027,-6,-9.89,6.1,10.0,1033.5,0.0,73.0,16.0,50.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,37.3400001525879,-85.3399963378906
10375,12960360,-11.1,-13.14,0.0,172.4,1028.4,0.0,84.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,43.8300018310547,-84.7600021362305
10376,12960693,-11.3,-14.43,9.0,140.0,1030.5,0.0,95.0,8.0,0.0,1213.0,Light snow,1.0,1.0,2022-02-05 15:00,43.0800018310547,-85.2099990844727
10377,12961026,-11.7,-11.7,6.1,180.0,1030.8,0.0,96.0,8.0,75.0,1030.0,Mist,1.0,1.0,2022-02-05 15:00,42.2200012207031,-83.75
10378,12961359,-8.3,-14.85,19.1,150.0,1030.5,0.0,58.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,40.0800018310547,-93.620002746582
10379,12961692,-5,-9.53,11.2,190.0,1030.8,0.0,63.0,14.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,37.9000015258789,-93.3199996948242
10380,12962025,-11.8,-17.17,0.0,0.0,1032.8,0.0,69.0,16.0,50.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,39.6199989318848,-84.629997253418
10381,12962358,-11.1,-15.9,0.0,0.0,1032.2,0.0,73.0,14.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,39.2400016784668,-84.5400009155273
10382,12962691,-11.1,-16.33,0.0,0.0,1032.2,0.0,73.0,14.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,39.2400016784668,-84.3600006103516
10383,12963024,-4,-7.66,0.0,0.0,1034.5,0.0,80.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,33.9300003051758,-97.129997253418
10384,12963357,-2.8,-5.87,16.9,350.0,1031.5,0.0,60.0,16.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,36.0999984741211,-84.129997253418
10385,12963690,0,-5.57,16.9,310.0,1028.4,0.0,37.0,16.0,50.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,37.7299995422363,-79.3600006103516
10386,12964023,3.9,1.97,16.9,210.0,1030.5,0.0,82.0,16.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,46.6699981689453,-118.98999786377
10387,12964356,-15,-21.68,9.0,150.0,1027.4,0.0,71.0,16.0,100.0,1009.0,Overcast,1.0,1.0,2022-02-05 15:00,43.939998626709,-90.8099975585938
10388,12964689,-9.4,-15.86,24.1,290.0,1024.0,0.0,67.0,16.0,50.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,43.0699996948242,-74.3499984741211
10389,12965022,-24.6,-29.5,5.0,195.7,1024.6,0.0,96.6,2.0,32.0,1030.0,Mist,1.0,0.0,2022-02-05 15:00,44.3499984741211,129.460006713867
10390,12965355,-21.7,-27.5,6.8,244.5,1027.3,0.0,92.2,10.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,42.9799995422363,126.769996643066
10391,12965688,27,26.58,0.0,65.6,1017.9,0.0,45.0,9.0,25.0,1003.0,Partly cloudy,7.0,1.0,2022-02-05 15:00,20.1000003814697,-75.75
10392,12966021,5,0.29,24.1,250.0,1015.9,0.1,65.0,10.0,50.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,51.9099998474121,10.4300003051758
10393,12966354,15,15.34,11.2,240.0,1017.9,0.0,82.0,10.0,75.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,39.2999992370605,16.25
10394,12966687,-5.5,-11.1,14.4,286.2,1011.8,0.1,80.1,7.0,79.0,1216.0,Patchy moderate snow,1.0,0.0,2022-02-05 15:00,37.439998626709,140.300003051758
10395,12967020,27,30.28,6.1,50.0,1010.8,0.0,79.0,9.0,25.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,6.38000011444092,100.550003051758
10396,12967353,27,27.7,15.1,60.0,1015.6,0.0,66.0,10.0,50.0,1003.0,Partly cloudy,7.0,1.0,2022-02-05 15:00,11.9700002670288,-86.0999984741211
10397,12967686,-4.7,-9.2,10.8,177.3,989.6,0.0,88.2,10.0,43.8,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,61.4000015258789,11.1499996185303
10398,12968019,10,9.26,0.0,0.0,1024.4,0.0,42.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,35.6699981689453,-120.629997253418
10399,12968352,18,18.0,0.0,0.0,1016.6,0.0,87.5,16.0,75.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,21.4799995422363,-158.029998779297
10400,12968685,-13,-15.84,9.0,240.0,1030.5,0.0,73.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,42.2400016784668,-88.5899963378906
10401,12969018,-11,-15.46,9.0,250.0,1031.8,0.0,72.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,41.6699981689453,-85.75
10402,12969351,-11,-16.86,9.0,250.0,1031.8,0.0,72.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,41.2400016784668,-85.1699981689453
10403,12969684,-15.1,-20.77,11.2,250.0,1033.2,0.0,80.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,40.1300010681152,-86.0199966430664
10404,12970017,-5,-10.11,0.0,0.0,1032.5,0.0,73.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,37.0299987792969,-94.7399978637695
10405,12970350,-13.3,-22.5,13.0,150.0,1021.0,0.0,66.0,16.0,50.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,44.5099983215332,-92.9000015258789
10406,12970683,-8.3,-14.32,19.1,150.0,1030.5,0.0,58.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,40.2000007629395,-93.129997253418
10407,12971016,-5.6,-10.74,25.9,190.0,1028.8,0.0,60.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,39.0800018310547,-93.7399978637695
10408,12971349,-10.9,-16.74,6.1,230.0,1030.5,0.0,84.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,41.4700012207031,-84.7200012207031
10409,12971682,-10.1,-15.01,9.0,240.0,1033.9,0.0,69.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,40.0400009155273,-84.1999969482422
10410,12972015,-5,-9.42,11.2,350.0,1034.5,0.0,65.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,36.1199989318848,-87.6399993896484
10411,12972348,-6,-9.61,9.0,340.0,1032.8,0.0,62.0,16.0,100.0,1009.0,Overcast,2.0,1.0,2022-02-05 15:00,38.3699989318848,-82.5500030517578
10412,12972681,28.8,32.1,10.4,308.4,1012.4,0.0,68.0,10.0,33.5,1003.0,Partly cloudy,7.0,1.0,2022-02-05 15:00,-15.2299995422363,-59.3400001525879
10413,12973014,21.5,21.5,5.4,69.9,1013.5,0.0,19.6,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,21.8299999237061,75.6100006103516
10414,12973347,24,25.6,15.1,81.2,1011.1,0.0,67.7,10.0,12.5,1000.0,Clear,1.0,0.0,2022-02-05 15:00,11.460000038147,78.1999969482422
10415,12973680,26,29.52,6.1,90.0,1008.1,0.0,89.0,10.0,25.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,5.94999980926514,116.169998168945
10416,12974013,-10,-15.77,11.2,150.0,1012.9,0.0,79.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,55.5200004577637,60.9199981689453
10417,12974346,-18,-26.96,6.8,80.0,1008.1,0.0,49.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,59.9199981689453,150.720001220703
10418,12974679,21.1,21.1,3.2,73.7,1014.9,0.0,55.9,10.0,26.5,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,17.4500007629395,101.730003356934
10419,12975012,-10.2,-16.44,24.1,170.0,1028.4,0.0,62.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,40.7700004577637,-92.3899993896484
10420,12975345,-5,-10.61,20.2,180.0,1028.4,0.0,65.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,39.0,-95.2200012207031
10421,12975678,-8.9,-15.15,15.1,150.0,1031.5,0.0,61.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,38.5200004577637,-93.5400009155273
10422,12976011,-12,-17.81,11.2,270.0,1031.8,0.0,78.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,40.7200012207031,-84.3300018310547
10423,12976344,-3,-8.62,11.2,20.0,1033.2,0.0,68.0,8.0,0.0,1030.0,Mist,2.0,1.0,2022-02-05 15:00,35.0699996948242,-87.4199981689453
10424,12976677,-16.1,-21.42,0.0,0.0,1029.8,0.0,83.0,13.0,100.0,1009.0,Overcast,1.0,1.0,2022-02-05 15:00,43.3300018310547,-89.5199966430664
10425,12977010,-13,-16.6,6.8,210.0,1029.1,0.0,78.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,43.1699981689453,-88.7200012207031
10426,12977343,21,21.0,6.8,120.0,1020.0,0.0,25.0,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,34.8499984741211,5.71999979019165
10427,12977676,4,-0.6,24.1,220.0,1019.0,0.2,60.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,49.8300018310547,18.1700000762939
10428,12978009,-5,-11.52,28.1,160.0,982.1,0.1,86.0,10.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,67.9700012207031,23.6800003051758
10429,12978342,26.5,27.7,15.8,112.5,1010.6,0.0,59.5,10.0,10.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,11.2200002670288,78.1699981689453
10430,12978675,11.5,11.7,4.3,259.3,1016.0,0.0,66.7,10.0,99.5,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,32.5200004577637,74.5500030517578
10431,12979008,-8.2,-15.0,17.3,153.9,1008.7,0.0,94.3,10.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,55.2299995422363,34.3199996948242
10432,12979341,-10,-15.29,11.2,150.0,1012.9,0.0,79.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,54.9000015258789,61.3800010681152
10433,12979674,-2.2,-7.69,15.1,10.0,1033.2,0.0,71.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,34.8600006103516,-86.75
10434,12980007,-16.1,-22.87,24.1,190.0,1029.1,0.0,79.0,16.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,42.0900001525879,-91.25
10435,12980340,-10,-15.65,0.0,0.0,1031.5,0.0,79.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,40.8800010681152,-85.1699981689453
10436,12980673,-14.3,-19.99,6.1,250.0,1033.2,0.0,75.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,40.5299987792969,-86.0699996948242
10437,12981006,-12.2,-17.19,6.8,250.0,1033.5,0.0,73.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,39.9799995422363,-86.120002746582
10438,12981339,-6.1,-9.87,6.1,360.0,1031.2,0.0,77.0,11.0,100.0,1009.0,Overcast,1.0,1.0,2022-02-05 15:00,38.0200004577637,-83.2699966430664
10439,12981672,-13,-16.83,0.0,0.0,1031.2,0.0,92.0,6.4,50.0,1030.0,Mist,1.0,1.0,2022-02-05 15:00,43.0499992370605,-83.0699996948242
10440,12982005,-10.6,-10.6,9.0,120.0,1031.2,0.0,92.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,42.75,-84.7399978637695
10441,12982338,-13.8,-18.7,7.6,150.6,1035.8,0.0,88.2,10.0,3.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,38.9799995422363,-91.5100021362305
10442,12982671,-5.6,-11.1,25.9,190.0,1028.8,0.0,60.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,38.7599983215332,-93.7399978637695
10443,12983004,1.9,-2.87,22.0,20.0,1029.1,0.0,41.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,35.4799995422363,-80.870002746582
10444,12983337,-9.6,-14.1,8.3,288.3,1034.8,0.0,93.1,10.0,90.0,1213.0,Light snow,1.0,1.0,2022-02-05 15:00,38.9500007629395,-83.4100036621094
10445,12983670,-1.1,-3.19,0.0,0.0,1030.1,0.0,85.0,16.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,47.939998626709,-119.559997558594
10446,12984003,2.1,-2.4,18.7,257.9,1029.1,0.0,89.0,10.0,7.9,1000.0,Clear,1.0,0.0,2022-02-05 15:00,45.8300018310547,-120.279998779297
10447,12984336,-15.6,-20.25,6.1,220.0,1029.1,0.0,80.0,16.0,100.0,1009.0,Overcast,2.0,1.0,2022-02-05 15:00,43.75,-87.9800033569336
10448,12984669,-12,-20.03,6.1,310.0,1024.4,0.0,85.0,1.2,100.0,1009.0,Overcast,2.0,1.0,2022-02-05 15:00,39.3300018310547,-78.7399978637695
10449,12985002,-3.3,-9.25,19.1,320.0,1030.8,0.0,49.0,16.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,39.060001373291,-78.9700012207031
10450,12985335,20,20.0,6.1,290.0,1023.0,0.0,49.0,10.0,25.0,1003.0,Partly cloudy,6.0,1.0,2022-02-05 15:00,-38.9300003051758,-67.9800033569336
10451,12985668,28,29.71,6.8,350.0,1011.9,0.0,74.0,10.0,75.0,1003.0,Partly cloudy,6.0,1.0,2022-02-05 15:00,-11.0799999237061,-68.870002746582
10452,12986001,-20,-28.5,13.3,260.4,1019.8,0.0,85.9,10.0,67.7,1006.0,Cloudy,1.0,0.0,2022-02-05 15:00,46.6399993896484,131.169998168945
10453,12986334,-1.8,-3.6,5.0,232.1,1034.7,0.0,39.7,10.0,31.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,36.5299987792969,114.110000610352
10454,12986667,10.2,10.2,2.2,339.7,1016.1,0.0,82.0,10.0,31.6,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,32.0499992370605,75.3899993896484
10455,12987000,11.1,10.6,6.5,323.1,1015.8,0.0,74.9,10.0,3.8,1000.0,Clear,1.0,0.0,2022-02-05 15:00,29.7700004577637,77.25
10456,12987333,2,-3.02,29.9,250.0,1015.9,0.5,80.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,50.1199989318848,18.2999992370605
10457,12987666,-6.4,-11.3,11.2,40.4,1015.6,0.1,96.1,5.0,100.0,1219.0,Moderate snow,1.0,0.0,2022-02-05 15:00,58.2999992370605,59.75
10458,12987999,-8.2,-16.1,22.7,112.0,1019.8,0.0,79.4,10.0,99.5,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,51.2700004577637,67.2300033569336
10459,12988332,-17.2,-25.55,15.1,160.0,1029.1,0.0,83.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,41.6500015258789,-92.3399963378906
10460,12988665,-9.4,-14.18,6.8,220.0,1030.8,0.0,80.0,4.0,100.0,1213.0,Light snow,1.0,1.0,2022-02-05 15:00,41.5299987792969,-85.7900009155273
10461,12988998,-10,-15.29,0.0,0.0,1031.5,0.0,79.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,41.0,-85.1999969482422
10462,12989331,-12.2,-18.43,11.2,270.0,1032.2,0.0,73.0,16.0,50.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,40.7400016784668,-85.1699981689453
10463,12989664,-14.3,-18.95,6.8,250.0,1034.2,0.0,70.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,40.6199989318848,-87.3199996948242
10464,12989997,-12.2,-17.64,6.8,250.0,1033.5,0.0,73.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,39.6500015258789,-85.1399993896484
10465,12990330,-1.8,-8.77,19.1,320.0,1029.5,0.0,39.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,39.2900009155273,-77.1999969482422
10466,12990663,-8.5,-10.79,9.0,150.0,1030.8,0.0,64.0,16.0,50.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,44.1800003051758,-84.0400009155273
10467,12990996,-12.7,-14.57,0.0,0.0,1031.2,0.0,81.0,11.0,0.0,1213.0,Light snow,1.0,1.0,2022-02-05 15:00,43.060001373291,-83.3300018310547
10468,12991329,-8,-9.7,6.8,230.0,1030.8,0.0,79.0,6.4,75.0,1213.0,Light snow,1.0,1.0,2022-02-05 15:00,41.9199981689453,-85.5
10469,12991662,-4,-8.52,19.1,160.0,1030.1,0.0,54.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,39.2900009155273,-94.0100021362305
10470,12991995,-14.4,-18.2,0.0,0.0,1034.2,0.0,87.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,38.810001373291,-91.1600036621094
10471,12992328,-16.1,-25.59,29.9,160.0,1008.1,0.6,83.0,3.2,100.0,1213.0,Light snow,1.0,1.0,2022-02-05 15:00,48.4099998474121,-97.4100036621094
10472,12992661,6.7,6.13,6.1,10.0,1035.9,0.0,93.0,8.0,100.0,1030.0,Mist,1.0,0.0,2022-02-05 15:00,44.75,-122.480003356934
10473,12992994,2,2.0,0.0,0.0,1034.9,0.0,60.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,29.4799995422363,-98.620002746582
10474,12993327,-9,-13.42,25.9,290.0,1023.7,0.0,67.0,16.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,42.8899993896484,-73.25
10475,12993660,-14,-18.97,6.8,170.0,1028.8,0.0,72.0,16.0,100.0,1009.0,Overcast,1.0,1.0,2022-02-05 15:00,44.5099983215332,-88.3300018310547
10476,12993993,-12.8,-16.14,6.1,220.0,1030.5,0.0,69.0,16.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,43.060001373291,-88.1100006103516
